participant,trial,task,sentence,answer,count_correct
601d160d8b17da043f490fd8,26,speech_pilot_60t,bkbf0209,Shes taking her coat,2
6073631553d2939cf73b0f2d,26,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
607dccecbcc9727694d62c31,26,speech_pilot_60t,bkbf0913,The dinner plate's hot,3
60870e7b286405a9ad9ec7e7,26,speech_pilot_60t,bkbf0101,The clown had a funny face,2
608ac826799bec5934dcc129,26,speech_pilot_60t,bkbf0715,He’s holding his nose,0
6094111f05a8a1d7a1331eec,26,speech_pilot_60t,bkbf0906,A letter fell on the mat,2
60a3eb7f3af78045aef70069,26,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,1
60a7a7500329de081813449b,26,speech_pilot_60t,bkbf0803,The match boxes are empty,2
60ac3bd676946e7491640234,26,speech_pilot_60t,bkbf0214,The little baby sleeps,3
5c730ca1f674750001df8d09,27,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5cc5c6dbe0df3f00121404c0,27,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
5d838915e3876a00014c44b9,27,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5da57bdaca1b86001770b13d,27,speech_pilot_60t,bkbf1516,The puppy plays with a ball,0
5e0272eab1fb05df866cb113,27,speech_pilot_60t,bkbf1703,The sky was very blue,3
5e1b2dea8b90cb3502480bc9,27,speech_pilot_60t,bkbf0101,The clown had a funny face,3
5e7921fcbd76c94d6b4fac57,27,speech_pilot_60t,bkbf1301,The fruit came in a box,0
5e94dc714b34ff84c349e18c,27,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5eff7df90aede705593e92d7,27,speech_pilot_60t,bkbf0715,He’s holding his nose,3
5f11ae10e3411a04c189ae61,27,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5f203ef1f055ba0b51cdbd9f,27,speech_pilot_60t,bkbf0109,The postman shut the gate,0
5f2e676e17eb961c58928b91,27,speech_pilot_60t,bkbf0209,Shes taking her coat,3
5f493fea06249046a8db8569,27,speech_pilot_60t,bkbf1609,Some men shave in the morning,3
5f56586779a86f05faa07be4,27,speech_pilot_60t,bkbf1701,The apple pie's cooking,0
5f7f16eb45861703806170e6,27,speech_pilot_60t,bkbf0501,The bath towel was wet,3
5f7f3a1031fc3c08f47ff478,27,speech_pilot_60t,bkbf1205,The taps are above the sink,3
5f87293ac383790f14df903c,27,speech_pilot_60t,bkbf0204,The old gloves are dirty,1
5fe2672ce7a1d2df1d2cc0ba,27,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,3
5ff74e9756bc433d405a5773,27,speech_pilot_60t,bkbf1215,The boy had a toy dragon,2
5ffed99b5991d45ce2eb9e7a,27,speech_pilot_60t,bkbf0504,The train had a bad crash,2
600c3a4cf1786b0d29f2e0b5,27,speech_pilot_60t,bkbf1616,The painter used a brush,2
601d160d8b17da043f490fd8,27,speech_pilot_60t,bkbf1301,The fruit came in a box,1
6073631553d2939cf73b0f2d,27,speech_pilot_60t,bkbf0714,The orange was quite sweet,0
607dccecbcc9727694d62c31,27,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
60870e7b286405a9ad9ec7e7,27,speech_pilot_60t,bkbf1111,The cow gave some milk,3
608ac826799bec5934dcc129,27,speech_pilot_60t,bkbf0204,The old gloves are dirty,3
6094111f05a8a1d7a1331eec,27,speech_pilot_60t,bkbf1008,Someones crossing the road,3
60a3eb7f3af78045aef70069,27,speech_pilot_60t,bkbf0109,The postman shut the gate,1
60a7a7500329de081813449b,27,speech_pilot_60t,bkbf1210,The football game's over,3
60ac3bd676946e7491640234,27,speech_pilot_60t,bkbf0714,The orange was quite sweet,2
5c730ca1f674750001df8d09,28,speech_pilot_60t,bkbf0109,The postman shut the gate,0
5cc5c6dbe0df3f00121404c0,28,speech_pilot_60t,bkbf0708,The young people are dancing,0
5d838915e3876a00014c44b9,28,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5da57bdaca1b86001770b13d,28,speech_pilot_60t,bkbf1212,The children help the milkman,3
5e0272eab1fb05df866cb113,28,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
5e1b2dea8b90cb3502480bc9,28,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5e7921fcbd76c94d6b4fac57,28,speech_pilot_60t,bkbf1914,The girl held a mirror,1
5e94dc714b34ff84c349e18c,28,speech_pilot_60t,bkbf1415,The grass is getting long,2
5eff7df90aede705593e92d7,28,speech_pilot_60t,bkbf1111,The cow gave some milk,1
5f11ae10e3411a04c189ae61,28,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
5f203ef1f055ba0b51cdbd9f,28,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5f2e676e17eb961c58928b91,28,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5f493fea06249046a8db8569,28,speech_pilot_60t,bkbf1208,The bread van's coming,1
5f56586779a86f05faa07be4,28,speech_pilot_60t,bkbf1616,The painter used a brush,0
5f7f16eb45861703806170e6,28,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5f7f3a1031fc3c08f47ff478,28,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5f87293ac383790f14df903c,28,speech_pilot_60t,bkbf1914,The girl held a mirror,1
5fe2672ce7a1d2df1d2cc0ba,28,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
5ff74e9756bc433d405a5773,28,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
5ffed99b5991d45ce2eb9e7a,28,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
600c3a4cf1786b0d29f2e0b5,28,speech_pilot_60t,bkbf1210,The football game's over,3
601d160d8b17da043f490fd8,28,speech_pilot_60t,bkbf0101,The clown had a funny face,3
6073631553d2939cf73b0f2d,28,speech_pilot_60t,bkbf1610,The driver lost his way,3
607dccecbcc9727694d62c31,28,speech_pilot_60t,bkbf0906,A letter fell on the mat,2
60870e7b286405a9ad9ec7e7,28,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
608ac826799bec5934dcc129,28,speech_pilot_60t,bkbf1907,A grocer sells butter,1
6094111f05a8a1d7a1331eec,28,speech_pilot_60t,bkbf0901,The book tells a story,0
60a3eb7f3af78045aef70069,28,speech_pilot_60t,bkbf0715,He’s holding his nose,0
60a7a7500329de081813449b,28,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
60ac3bd676946e7491640234,28,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5c730ca1f674750001df8d09,29,speech_pilot_60t,bkbf0214,The little baby sleeps,2
5cc5c6dbe0df3f00121404c0,29,speech_pilot_60t,bkbf0715,He’s holding his nose,0
5d838915e3876a00014c44b9,29,speech_pilot_60t,bkbf1205,The taps are above the sink,1
5da57bdaca1b86001770b13d,29,speech_pilot_60t,bkbf1415,The grass is getting long,3
5e0272eab1fb05df866cb113,29,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5e1b2dea8b90cb3502480bc9,29,speech_pilot_60t,bkbf1907,A grocer sells butter,0
5e7921fcbd76c94d6b4fac57,29,speech_pilot_60t,bkbf1613,The oven door was open,0
5e94dc714b34ff84c349e18c,29,speech_pilot_60t,bkbf0901,The book tells a story,0
5eff7df90aede705593e92d7,29,speech_pilot_60t,bkbf1205,The taps are above the sink,1
5f11ae10e3411a04c189ae61,29,speech_pilot_60t,bkbf1516,The puppy plays with a ball,1
5f203ef1f055ba0b51cdbd9f,29,speech_pilot_60t,bkbf0912,The lady packed her bag,2
5f2e676e17eb961c58928b91,29,speech_pilot_60t,bkbf1907,A grocer sells butter,1
5f493fea06249046a8db8569,29,speech_pilot_60t,bkbf1301,The fruit came in a box,1
5f56586779a86f05faa07be4,29,speech_pilot_60t,bkbf1212,The children help the milkman,1
5f7f16eb45861703806170e6,29,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5f7f3a1031fc3c08f47ff478,29,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5f87293ac383790f14df903c,29,speech_pilot_60t,bkbf1111,The cow gave some milk,2
5fe2672ce7a1d2df1d2cc0ba,29,speech_pilot_60t,bkbf0912,The lady packed her bag,3
5ff74e9756bc433d405a5773,29,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5ffed99b5991d45ce2eb9e7a,29,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
600c3a4cf1786b0d29f2e0b5,29,speech_pilot_60t,bkbf0206,The thin dog was hungry,2
601d160d8b17da043f490fd8,29,speech_pilot_60t,bkbf1111,The cow gave some milk,2
6073631553d2939cf73b0f2d,29,speech_pilot_60t,bkbf0414,The cooks making a cake,0
607dccecbcc9727694d62c31,29,speech_pilot_60t,bkbf1212,The children help the milkman,1
60870e7b286405a9ad9ec7e7,29,speech_pilot_60t,bkbf2112,The cricket team's playing,2
608ac826799bec5934dcc129,29,speech_pilot_60t,bkbf1516,The puppy plays with a ball,1
6094111f05a8a1d7a1331eec,29,speech_pilot_60t,bkbf1613,The oven door was open,3
60a3eb7f3af78045aef70069,29,speech_pilot_60t,bkbf0708,The young people are dancing,3
60a7a7500329de081813449b,29,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
60ac3bd676946e7491640234,29,speech_pilot_60t,bkbf0708,The young people are dancing,3
5c730ca1f674750001df8d09,30,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,0
5cc5c6dbe0df3f00121404c0,30,speech_pilot_60t,bkbf0414,The cooks making a cake,3
5d838915e3876a00014c44b9,30,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5da57bdaca1b86001770b13d,30,speech_pilot_60t,bkbf1111,The cow gave some milk,3
5e0272eab1fb05df866cb113,30,speech_pilot_60t,bkbf0715,He’s holding his nose,0
5e1b2dea8b90cb3502480bc9,30,speech_pilot_60t,bkbf0512,Somebody took the money,1
5e7921fcbd76c94d6b4fac57,30,speech_pilot_60t,bkbf0209,Shes taking her coat,3
5e94dc714b34ff84c349e18c,30,speech_pilot_60t,bkbf1212,The children help the milkman,3
5eff7df90aede705593e92d7,30,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5f11ae10e3411a04c189ae61,30,speech_pilot_60t,bkbf1907,A grocer sells butter,3
5f203ef1f055ba0b51cdbd9f,30,speech_pilot_60t,bkbf0708,The young people are dancing,1
5f2e676e17eb961c58928b91,30,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5f493fea06249046a8db8569,30,speech_pilot_60t,bkbf1203,The front garden was pretty,2
5f56586779a86f05faa07be4,30,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5f7f16eb45861703806170e6,30,speech_pilot_60t,bkbf1907,A grocer sells butter,0
5f7f3a1031fc3c08f47ff478,30,speech_pilot_60t,bkbf0209,Shes taking her coat,1
5f87293ac383790f14df903c,30,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5fe2672ce7a1d2df1d2cc0ba,30,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5ff74e9756bc433d405a5773,30,speech_pilot_60t,bkbf0502,The matches lie on the shelf,2
5ffed99b5991d45ce2eb9e7a,30,speech_pilot_60t,bkbf1701,The apple pie's cooking,0
600c3a4cf1786b0d29f2e0b5,30,speech_pilot_60t,bkbf1008,Someones crossing the road,3
601d160d8b17da043f490fd8,30,speech_pilot_60t,bkbf0708,The young people are dancing,3
6073631553d2939cf73b0f2d,30,speech_pilot_60t,bkbf1914,The girl held a mirror,2
607dccecbcc9727694d62c31,30,speech_pilot_60t,bkbf1205,The taps are above the sink,3
60870e7b286405a9ad9ec7e7,30,speech_pilot_60t,bkbf1210,The football game's over,3
608ac826799bec5934dcc129,30,speech_pilot_60t,bkbf0906,A letter fell on the mat,2
6094111f05a8a1d7a1331eec,30,speech_pilot_60t,bkbf0715,He’s holding his nose,0
60a3eb7f3af78045aef70069,30,speech_pilot_60t,bkbf2112,The cricket team's playing,0
60a7a7500329de081813449b,30,speech_pilot_60t,bkbf1205,The taps are above the sink,0
60ac3bd676946e7491640234,30,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
5c730ca1f674750001df8d09,31,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5cc5c6dbe0df3f00121404c0,31,speech_pilot_60t,bkbf1208,The bread van's coming,3
5d838915e3876a00014c44b9,31,speech_pilot_60t,bkbf1616,The painter used a brush,3
5da57bdaca1b86001770b13d,31,speech_pilot_60t,bkbf0210,The police chased the car,3
5e0272eab1fb05df866cb113,31,speech_pilot_60t,bkbf0109,The postman shut the gate,1
5e1b2dea8b90cb3502480bc9,31,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,1
5e7921fcbd76c94d6b4fac57,31,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
5e94dc714b34ff84c349e18c,31,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5eff7df90aede705593e92d7,31,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5f11ae10e3411a04c189ae61,31,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5f203ef1f055ba0b51cdbd9f,31,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5f2e676e17eb961c58928b91,31,speech_pilot_60t,bkbf0214,The little baby sleeps,3
5f493fea06249046a8db8569,31,speech_pilot_60t,bkbf1210,The football game's over,3
5f56586779a86f05faa07be4,31,speech_pilot_60t,bkbf0512,Somebody took the money,3
5f7f16eb45861703806170e6,31,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
5f7f3a1031fc3c08f47ff478,31,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
5f87293ac383790f14df903c,31,speech_pilot_60t,bkbf0913,The dinner plate's hot,2
5fe2672ce7a1d2df1d2cc0ba,31,speech_pilot_60t,bkbf0906,A letter fell on the mat,1
5ff74e9756bc433d405a5773,31,speech_pilot_60t,bkbf1205,The taps are above the sink,0
5ffed99b5991d45ce2eb9e7a,31,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
600c3a4cf1786b0d29f2e0b5,31,speech_pilot_60t,bkbf0715,He’s holding his nose,0
601d160d8b17da043f490fd8,31,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
6073631553d2939cf73b0f2d,31,speech_pilot_60t,bkbf0501,The bath towel was wet,0
607dccecbcc9727694d62c31,31,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,3
60870e7b286405a9ad9ec7e7,31,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,3
608ac826799bec5934dcc129,31,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
6094111f05a8a1d7a1331eec,31,speech_pilot_60t,bkbf2110,The egg cups are on the table,1
60a3eb7f3af78045aef70069,31,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
60a7a7500329de081813449b,31,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
60ac3bd676946e7491640234,31,speech_pilot_60t,bkbf0504,The train had a bad crash,0
5c730ca1f674750001df8d09,32,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5cc5c6dbe0df3f00121404c0,32,speech_pilot_60t,bkbf1701,The apple pie's cooking,3
5d838915e3876a00014c44b9,32,speech_pilot_60t,bkbf0912,The lady packed her bag,0
5da57bdaca1b86001770b13d,32,speech_pilot_60t,bkbf1210,The football game's over,3
5e0272eab1fb05df866cb113,32,speech_pilot_60t,bkbf0213,Some sticks were under the tree,0
5e1b2dea8b90cb3502480bc9,32,speech_pilot_60t,bkbf1212,The children help the milkman,3
5e7921fcbd76c94d6b4fac57,32,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5e94dc714b34ff84c349e18c,32,speech_pilot_60t,bkbf1516,The puppy plays with a ball,3
5eff7df90aede705593e92d7,32,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
5f11ae10e3411a04c189ae61,32,speech_pilot_60t,bkbf0213,Some sticks were under the tree,2
5f203ef1f055ba0b51cdbd9f,32,speech_pilot_60t,bkbf0216,The school finished early,3
5f2e676e17eb961c58928b91,32,speech_pilot_60t,bkbf0901,The book tells a story,1
5f493fea06249046a8db8569,32,speech_pilot_60t,bkbf0901,The book tells a story,3
5f56586779a86f05faa07be4,32,speech_pilot_60t,bkbf0414,The cooks making a cake,3
5f7f16eb45861703806170e6,32,speech_pilot_60t,bkbf0803,The match boxes are empty,3
5f7f3a1031fc3c08f47ff478,32,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5f87293ac383790f14df903c,32,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5fe2672ce7a1d2df1d2cc0ba,32,speech_pilot_60t,bkbf1616,The painter used a brush,3
5ff74e9756bc433d405a5773,32,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
5ffed99b5991d45ce2eb9e7a,32,speech_pilot_60t,bkbf0803,The match boxes are empty,2
600c3a4cf1786b0d29f2e0b5,32,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
601d160d8b17da043f490fd8,32,speech_pilot_60t,bkbf1701,The apple pie's cooking,2
6073631553d2939cf73b0f2d,32,speech_pilot_60t,bkbf1111,The cow gave some milk,2
607dccecbcc9727694d62c31,32,speech_pilot_60t,bkbf0708,The young people are dancing,2
60870e7b286405a9ad9ec7e7,32,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
608ac826799bec5934dcc129,32,speech_pilot_60t,bkbf0901,The book tells a story,3
6094111f05a8a1d7a1331eec,32,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
60a3eb7f3af78045aef70069,32,speech_pilot_60t,bkbf0116,The ice cream was pink,3
60a7a7500329de081813449b,32,speech_pilot_60t,bkbf1516,The puppy plays with a ball,3
60ac3bd676946e7491640234,32,speech_pilot_60t,bkbf1609,Some men shave in the morning,1
5c730ca1f674750001df8d09,33,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5cc5c6dbe0df3f00121404c0,33,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5d838915e3876a00014c44b9,33,speech_pilot_60t,bkbf2114,The kettle boiled quickly,0
5da57bdaca1b86001770b13d,33,speech_pilot_60t,bkbf2016,The flower stands in a pot,1
5e0272eab1fb05df866cb113,33,speech_pilot_60t,bkbf1907,A grocer sells butter,0
5e1b2dea8b90cb3502480bc9,33,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
5e7921fcbd76c94d6b4fac57,33,speech_pilot_60t,bkbf1906,The cleaner swept the floor,1
5e94dc714b34ff84c349e18c,33,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5eff7df90aede705593e92d7,33,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
5f11ae10e3411a04c189ae61,33,speech_pilot_60t,bkbf0715,He’s holding his nose,1
5f203ef1f055ba0b51cdbd9f,33,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5f2e676e17eb961c58928b91,33,speech_pilot_60t,bkbf0912,The lady packed her bag,2
5f493fea06249046a8db8569,33,speech_pilot_60t,bkbf0501,The bath towel was wet,3
5f56586779a86f05faa07be4,33,speech_pilot_60t,bkbf2112,The cricket team's playing,1
5f7f16eb45861703806170e6,33,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5f7f3a1031fc3c08f47ff478,33,speech_pilot_60t,bkbf1208,The bread van's coming,3
5f87293ac383790f14df903c,33,speech_pilot_60t,bkbf1609,Some men shave in the morning,0
5fe2672ce7a1d2df1d2cc0ba,33,speech_pilot_60t,bkbf1613,The oven door was open,0
5ff74e9756bc433d405a5773,33,speech_pilot_60t,bkbf0210,The police chased the car,1
5ffed99b5991d45ce2eb9e7a,33,speech_pilot_60t,bkbf0116,The ice cream was pink,3
600c3a4cf1786b0d29f2e0b5,33,speech_pilot_60t,bkbf0301,The glass bowl broke,2
601d160d8b17da043f490fd8,33,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
6073631553d2939cf73b0f2d,33,speech_pilot_60t,bkbf0901,The book tells a story,0
607dccecbcc9727694d62c31,33,speech_pilot_60t,bkbf1208,The bread van's coming,3
60870e7b286405a9ad9ec7e7,33,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
608ac826799bec5934dcc129,33,speech_pilot_60t,bkbf1111,The cow gave some milk,2
6094111f05a8a1d7a1331eec,33,speech_pilot_60t,bkbf2112,The cricket team's playing,0
60a3eb7f3af78045aef70069,33,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
60a7a7500329de081813449b,33,speech_pilot_60t,bkbf0912,The lady packed her bag,3
60ac3bd676946e7491640234,33,speech_pilot_60t,bkbf1415,The grass is getting long,3
5c730ca1f674750001df8d09,34,speech_pilot_60t,bkbf1609,Some men shave in the morning,0
5cc5c6dbe0df3f00121404c0,34,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5d838915e3876a00014c44b9,34,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5da57bdaca1b86001770b13d,34,speech_pilot_60t,bkbf1609,Some men shave in the morning,0
5e0272eab1fb05df866cb113,34,speech_pilot_60t,bkbf1610,The driver lost his way,2
5e1b2dea8b90cb3502480bc9,34,speech_pilot_60t,bkbf0109,The postman shut the gate,3
5e7921fcbd76c94d6b4fac57,34,speech_pilot_60t,bkbf1616,The painter used a brush,2
5e94dc714b34ff84c349e18c,34,speech_pilot_60t,bkbf1008,Someones crossing the road,2
5eff7df90aede705593e92d7,34,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5f11ae10e3411a04c189ae61,34,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5f203ef1f055ba0b51cdbd9f,34,speech_pilot_60t,bkbf0913,The dinner plate's hot,2
5f2e676e17eb961c58928b91,34,speech_pilot_60t,bkbf1914,The girl held a mirror,1
5f493fea06249046a8db8569,34,speech_pilot_60t,bkbf0913,The dinner plate's hot,3
5f56586779a86f05faa07be4,34,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5f7f16eb45861703806170e6,34,speech_pilot_60t,bkbf1610,The driver lost his way,3
5f7f3a1031fc3c08f47ff478,34,speech_pilot_60t,bkbf1701,The apple pie's cooking,3
5f87293ac383790f14df903c,34,speech_pilot_60t,bkbf0901,The book tells a story,0
5fe2672ce7a1d2df1d2cc0ba,34,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
5ff74e9756bc433d405a5773,34,speech_pilot_60t,bkbf1301,The fruit came in a box,1
5ffed99b5991d45ce2eb9e7a,34,speech_pilot_60t,bkbf1301,The fruit came in a box,1
600c3a4cf1786b0d29f2e0b5,34,speech_pilot_60t,bkbf0615,The broom stood in the corner,2
601d160d8b17da043f490fd8,34,speech_pilot_60t,bkbf2112,The cricket team's playing,0
6073631553d2939cf73b0f2d,34,speech_pilot_60t,bkbf1203,The front garden was pretty,1
607dccecbcc9727694d62c31,34,speech_pilot_60t,bkbf0101,The clown had a funny face,0
60870e7b286405a9ad9ec7e7,34,speech_pilot_60t,bkbf0414,The cooks making a cake,1
608ac826799bec5934dcc129,34,speech_pilot_60t,bkbf0310,The man cleaned his shoes,3
6094111f05a8a1d7a1331eec,34,speech_pilot_60t,bkbf0301,The glass bowl broke,0
60a3eb7f3af78045aef70069,34,speech_pilot_60t,bkbf0107,The green tomatoes are small,0
60a7a7500329de081813449b,34,speech_pilot_60t,bkbf0708,The young people are dancing,2
60ac3bd676946e7491640234,34,speech_pilot_60t,bkbf1616,The painter used a brush,3
5c730ca1f674750001df8d09,35,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
5cc5c6dbe0df3f00121404c0,35,speech_pilot_60t,bkbf1415,The grass is getting long,3
5d838915e3876a00014c44b9,35,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5da57bdaca1b86001770b13d,35,speech_pilot_60t,bkbf1907,A grocer sells butter,1
5e0272eab1fb05df866cb113,35,speech_pilot_60t,bkbf0812,The bus stopped suddenly,3
5e1b2dea8b90cb3502480bc9,35,speech_pilot_60t,bkbf1914,The girl held a mirror,1
5e7921fcbd76c94d6b4fac57,35,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5e94dc714b34ff84c349e18c,35,speech_pilot_60t,bkbf0414,The cooks making a cake,0
5eff7df90aede705593e92d7,35,speech_pilot_60t,bkbf0204,The old gloves are dirty,1
5f11ae10e3411a04c189ae61,35,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,0
5f203ef1f055ba0b51cdbd9f,35,speech_pilot_60t,bkbf1208,The bread van's coming,2
5f2e676e17eb961c58928b91,35,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5f493fea06249046a8db8569,35,speech_pilot_60t,bkbf0214,The little baby sleeps,2
5f56586779a86f05faa07be4,35,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5f7f16eb45861703806170e6,35,speech_pilot_60t,bkbf1701,The apple pie's cooking,0
5f7f3a1031fc3c08f47ff478,35,speech_pilot_60t,bkbf2016,The flower stands in a pot,3
5f87293ac383790f14df903c,35,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
5fe2672ce7a1d2df1d2cc0ba,35,speech_pilot_60t,bkbf1210,The football game's over,1
5ff74e9756bc433d405a5773,35,speech_pilot_60t,bkbf0501,The bath towel was wet,1
5ffed99b5991d45ce2eb9e7a,35,speech_pilot_60t,bkbf1610,The driver lost his way,0
600c3a4cf1786b0d29f2e0b5,35,speech_pilot_60t,bkbf0901,The book tells a story,2
601d160d8b17da043f490fd8,35,speech_pilot_60t,bkbf1610,The driver lost his way,3
6073631553d2939cf73b0f2d,35,speech_pilot_60t,bkbf1205,The taps are above the sink,3
607dccecbcc9727694d62c31,35,speech_pilot_60t,bkbf1210,The football game's over,3
60870e7b286405a9ad9ec7e7,35,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,1
608ac826799bec5934dcc129,35,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,1
6094111f05a8a1d7a1331eec,35,speech_pilot_60t,bkbf1210,The football game's over,3
60a3eb7f3af78045aef70069,35,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
60a7a7500329de081813449b,35,speech_pilot_60t,bkbf1613,The oven door was open,2
60ac3bd676946e7491640234,35,speech_pilot_60t,bkbf2114,The kettle boiled quickly,0
5c730ca1f674750001df8d09,36,speech_pilot_60t,bkbf0913,The dinner plate's hot,1
5cc5c6dbe0df3f00121404c0,36,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5d838915e3876a00014c44b9,36,speech_pilot_60t,bkbf0101,The clown had a funny face,3
5da57bdaca1b86001770b13d,36,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5e0272eab1fb05df866cb113,36,speech_pilot_60t,bkbf1906,The cleaner swept the floor,0
5e1b2dea8b90cb3502480bc9,36,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
5e7921fcbd76c94d6b4fac57,36,speech_pilot_60t,bkbf1205,The taps are above the sink,1
5e94dc714b34ff84c349e18c,36,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5eff7df90aede705593e92d7,36,speech_pilot_60t,bkbf1210,The football game's over,0
5f11ae10e3411a04c189ae61,36,speech_pilot_60t,bkbf0214,The little baby sleeps,3
5f203ef1f055ba0b51cdbd9f,36,speech_pilot_60t,bkbf1616,The painter used a brush,1
5f2e676e17eb961c58928b91,36,speech_pilot_60t,bkbf1703,The sky was very blue,3
5f493fea06249046a8db8569,36,speech_pilot_60t,bkbf1205,The taps are above the sink,2
5f56586779a86f05faa07be4,36,speech_pilot_60t,bkbf0501,The bath towel was wet,2
5f7f16eb45861703806170e6,36,speech_pilot_60t,bkbf1703,The sky was very blue,3
5f7f3a1031fc3c08f47ff478,36,speech_pilot_60t,bkbf0213,Some sticks were under the tree,3
5f87293ac383790f14df903c,36,speech_pilot_60t,bkbf0714,The orange was quite sweet,2
5fe2672ce7a1d2df1d2cc0ba,36,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
5ff74e9756bc433d405a5773,36,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
